cluster	status	loglr	df	p	p.adjust	genes
chr17:clu_162_+	Success	1.70152790333938	2	0.182404614414028	0.561386552939238	RPS6KB1
chr17:clu_163_+	Success	2.85834543847642	1	0.0168043725118564	0.281464002919152	RPS6KB1
chr17:clu_164_+	Not enough valid samples	NA	NA	NA	NA	CA4
chr17:clu_165_+	Success	5.19809468422113	4	0.0342573976301153	0.339788822022282	PPM1D
chr17:clu_166_+	Success	1.43764066521271	1	0.0899492544640675	0.454590266968361	PPM1D
chr17:clu_167_+	Success	0.0617686729109863	1	0.725229175457827	0.872959467326586	BCAS3
chr17:clu_168_+	Success	0.0467310329587605	1	0.75982114744249	0.891843178641368	METTL2A
chr17:clu_169_+	Not enough valid samples	NA	NA	NA	NA	TLK2
chr17:clu_17_+	Not enough valid samples	NA	NA	NA	NA	TXNDC17
chr17:clu_170_+	Success	0.635095658214652	3	0.736223316399133	0.878285002462547	TLK2
chr17:clu_171_+	Not enough valid samples	NA	NA	NA	NA	TANC2
chr17:clu_172_+	Success	0.0132709952490586	1	0.870583685044143	0.940999787252059	TACO1
chr17:clu_173_+	Success	0.987313887417258	2	0.372576129548525	0.69470370945874	MAP3K3
chr17:clu_174_+	Success	0.00762937953550136	1	0.901690310026115	0.956399607332769	MAP3K3
chr17:clu_175_+	Success	0.716647874587636	1	0.231227322699096	0.59849229861454	DDX42
chr17:clu_176_+	Success	1.00054306466245	2	0.367679713084441	0.692924331374161	DDX42
chr17:clu_177_+	Success	1.5639092770117	2	0.209316194694622	0.577512714626985	PSMC5
chr17:clu_178_+	Not enough valid samples	NA	NA	NA	NA	NOL11
chr17:clu_179_+	Success	0.187753210882192	3	0.945254495515317	0.974876872298829	BPTF
chr17:clu_18_+	Success	0.784375429465399	4	0.814397278494605	0.91505312190405	RNASEK,RNASEK-C17orf49
chr17:clu_180_+	Success	3.28562971597995	2	0.0374170155805036	0.346064341892558	BPTF
chr17:clu_181_+	Success	1.19474923724499	1	0.122152811841212	0.497086158926882	BPTF
chr17:clu_182_+	Not enough valid samples	NA	NA	NA	NA	ARSG
chr17:clu_183_+	Not enough valid samples	NA	NA	NA	NA	RP11-120M18.2,PRKAR1A
chr17:clu_184_+	Success	3.530802014063	1	0.00787534534309781	0.231159941172397	PRKAR1A
chr17:clu_185_+	Success	0.797863441867321	2	0.450290007867087	0.73560529728927	COG1
chr17:clu_186_+	Success	8.43658452254203e-06	1	0.996722541743849	0.998631942793792	RPL38
chr17:clu_187_+	Success	1.24685221869311	2	0.287408072214876	0.640430046175862	CD300A
chr17:clu_188_+	Not enough valid samples	NA	NA	NA	NA	CD300A
chr17:clu_189_+	Success	7.24787714345166	6	0.0245628614023295	0.307982179474678	SLC9A3R1
chr17:clu_19_+	Success	3.74270934925971	6	0.278276070850551	0.632898006992075	RNASEK-C17orf49,C17orf49
chr17:clu_190_+	Not enough valid samples	NA	NA	NA	NA	TMEM94
chr17:clu_191_+	Not enough valid samples	NA	NA	NA	NA	TMEM94
chr17:clu_192_+	Not enough valid samples	NA	NA	NA	NA	TSEN54
chr17:clu_193_+	Success	0.550522405199615	1	0.294036926407737	0.645421105105144	MYO15B
chr17:clu_194_+	Not enough valid samples	NA	NA	NA	NA	MYO15B
chr17:clu_195_+	Success	0.0389746861554841	1	0.78009583432777	0.899402686843965	MYO15B
chr17:clu_196_+	Success	1.27397724982279	3	0.466686933240024	0.74733201403081	SAP30BP
chr17:clu_197_+	Success	4.50774359680645	3	0.0290856829408942	0.320625946556101	SAP30BP
chr17:clu_198_+	Success	0.420547073434591	3	0.839614681366492	0.928355447341869	SAP30BP
chr17:clu_199_+	Success	0.671474862420155	2	0.51095443430074	0.771287701520088	UBALD2
chr17:clu_2_+	Success	1.06680123081901	3	0.54514472524765	0.788150073867062	PAFAH1B1
chr17:clu_20_+	Success	0.806799530962962	2	0.44628410146334	0.734365875986175	ACADVL
chr17:clu_200_+	Not enough valid samples	NA	NA	NA	NA	SEC14L1
chr17:clu_201_+	Not enough valid samples	NA	NA	NA	NA	SEC14L1
chr17:clu_202_+	Not enough valid samples	NA	NA	NA	NA	SEC14L1
chr17:clu_203_+	Not enough valid samples	NA	NA	NA	NA	SEC14L1
chr17:clu_204_+	Success	1.41207211596577	1	0.0928563736572094	0.459000338538061	SEPT9
chr17:clu_205_+	Not enough valid samples	NA	NA	NA	NA	SEPT9
chr17:clu_206_+	Success	0.277803122935296	1	0.456035989932435	0.739648906830059	SEPT9
chr17:clu_207_+	Success	0.159565657126848	1	0.572130161484841	0.798706161833122	SEPT9
chr17:clu_208_+	Success	0.496917487610062	1	0.318806875956103	0.666223441702973	TNRC6C
chr17:clu_209_+	Success	1.9986881982685	2	0.135512932790517	0.511652063046872	TNRC6C
chr17:clu_21_+	Success	3.0687089144929	1	0.0132350444791973	0.27046131284767	ACADVL
chr17:clu_210_+	Success	1.10693981525912	2	0.330569017069819	0.670983325988436	TMC8
chr17:clu_211_+	Success	2.54218587112558	1	0.0241424223397555	0.30521419568192	TMC8
chr17:clu_212_+	Success	0.105342628036681	1	0.646230836761832	0.832482857565114	TMC8
chr17:clu_213_+	Success	2.50777674876838	2	0.081449119951001	0.437358830722805	TMC8
chr17:clu_214_+	Success	0.0184500166830048	1	0.847668720415628	0.931533766034267	TMC8
chr17:clu_215_+	Success	2.85399125032563	1	0.0168879371809768	0.281465619682947	TMC8
chr17:clu_216_+	Success	0.0358138888202859	1	0.788981316466844	0.903590544248388	TMC8
chr17:clu_217_+	Not enough valid samples	NA	NA	NA	NA	C17orf99
chr17:clu_218_+	Success	1.11222084224016	2	0.328827874728015	0.670121684735654	SYNGR2
chr17:clu_219_+	Not enough valid samples	NA	NA	NA	NA	BIRC5
chr17:clu_22_+	Success	1.82916125752445	2	0.160548169888485	0.537010023920853	ACADVL
chr17:clu_220_+	Success	0.00468869276167538	1	0.92285591834491	0.965926750498276	BIRC5
chr17:clu_221_+	Not enough valid samples	NA	NA	NA	NA	PGS1
chr17:clu_222_+	Success	2.78857423697819	1	0.0181963268957151	0.290141042967477	RNF213
chr17:clu_223_+	Success	0.83476413117728	2	0.433976830966192	0.726669961266476	RNF213
chr17:clu_224_+	Success	0.492971188170941	1	0.320736119423777	0.666606585514493	RNF213
chr17:clu_225_+	Success	5.21570057021972	3	0.0152335367770782	0.279052775796327	RNF213
chr17:clu_226_+	Success	0.216588923116717	1	0.510433733195938	0.771277129674318	RNF213
chr17:clu_227_+	Success	0.0141617380707544	1	0.866350578218414	0.93966914196075	RNF213
chr17:clu_228_+	Not enough valid samples	NA	NA	NA	NA	RNF213
chr17:clu_229_+	Success	2.43466328318164	2	0.0876272476491351	0.451243495882688	RNF213
chr17:clu_23_+	Success	0.0738865997150242	1	0.700672516295876	0.860591977797719	ACADVL
chr17:clu_230_+	Success	1.37308235093815	2	0.253324918609124	0.613207144252246	RNF213
chr17:clu_231_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	BAIAP2
chr17:clu_232_+	Not enough valid samples	NA	NA	NA	NA	BAHCC1
chr17:clu_233_+	Success	0.147451451691722	2	0.862904329849905	0.937633425338465	HGS
chr17:clu_234_+	Not enough valid samples	NA	NA	NA	NA	HEXDC
chr17:clu_235_+	Success	2.47077660637683	2	0.0845191953613819	0.44445438940037	NARF
chr17:clu_236_+	Success	0.590805665844144	1	0.277028204450355	0.632898006992075	NARF
chr17:clu_237_+	Success	2.17369138511003e-06	1	0.998336381708766	0.999811513449922	NARF
chr17:clu_238_-	Success	0.800156241413447	1	0.205858932985076	0.574972294509599	ABR
chr17:clu_239_-	Not enough valid samples	NA	NA	NA	NA	ABR
chr17:clu_24_+	Success	2.73227481911692	1	0.019406054711604	0.293739289679365	EIF5A
chr17:clu_240_-	Success	3.33293170170145	5	0.246699753044352	0.606068664345769	YWHAE
chr17:clu_241_-	Success	0.562450785886085	3	0.771066399269918	0.895994360640142	INPP5K
chr17:clu_242_-	Success	1.80534781896017	1	0.0574091013616934	0.394081241138122	PITPNA
chr17:clu_243_-	Success	0.529017901836596	1	0.303663600427478	0.653609406441121	PITPNA
chr17:clu_244_-	Not enough valid samples	NA	NA	NA	NA	SLC43A2
chr17:clu_245_-	Not enough valid samples	NA	NA	NA	NA	SLC43A2
chr17:clu_246_-	Success	0.00530377394778725	1	0.917968565721283	0.963452800953893	SCARF1
chr17:clu_247_-	Success	0.572081450322884	1	0.284774401069093	0.638447275069607	PRPF8
chr17:clu_248_-	Success	0.648958094665204	2	0.52258998249703	0.77618672832527	PRPF8
chr17:clu_249_-	Success	1.33267903465207	2	0.263769665811747	0.621261572608022	PRPF8
chr17:clu_25_+	Success	0.526388819178464	2	0.59073437116917	0.807966891043456	ACAP1
chr17:clu_250_-	Success	1.27741527137368	3	0.46546341777801	0.74733201403081	PRPF8
chr17:clu_251_-	Success	2.31073353888178	2	0.0991884662708561	0.472371354412244	PRPF8
chr17:clu_252_-	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	SMG6
chr17:clu_253_-	Not enough valid samples	NA	NA	NA	NA	P2RX5-TAX1BP3,P2RX5
chr17:clu_254_-	Success	1.18248337103557	1	0.124086557722352	0.500214069398047	NCBP3
chr17:clu_255_-	Success	0.788241664011821	2	0.454643508916627	0.738698289392745	NCBP3
chr17:clu_256_-	Success	0.482127672323713	1	0.32611707038158	0.668894128201346	ATP2A3
chr17:clu_257_-	Success	0.448709899073378	1	0.343474501482426	0.67720257673316	P2RX1
chr17:clu_258_-	Success	0.608502228502203	1	0.269949330620886	0.627071940893909	P2RX1
chr17:clu_259_-	Success	2.38269175330521	2	0.0923017891760583	0.458129303477588	P2RX1
chr17:clu_26_+	Success	0.803647817506317	2	0.447692879938297	0.735361714023152	ACAP1
chr17:clu_260_-	Success	2.40124791932612	4	0.308169439215833	0.657064581365253	ATP2A3
chr17:clu_261_-	Success	0.800849709703215	1	0.205662544418637	0.574830116522824	ZZEF1
chr17:clu_262_-	Success	2.82399803182693	3	0.130049952018293	0.505289622491456	ZZEF1
chr17:clu_263_-	Success	3.98949245763424	5	0.157397619451169	0.534355638617009	UBE2G1
chr17:clu_264_-	Success	0.45939618786629	1	0.337792254859858	0.675009140547566	UBE2G1
chr17:clu_265_-	Success	1.74705117556969	1	0.0615877883684238	0.405707893139725	MYBBP1A
chr17:clu_266_-	Not enough valid samples	NA	NA	NA	NA	CXCL16
chr17:clu_267_-	Success	0.445239746652078	2	0.640670658972893	0.829822430696035	PFN1
chr17:clu_268_-	Not enough valid samples	NA	NA	NA	NA	CAMTA2
chr17:clu_269_-	Not enough valid samples	NA	NA	NA	NA	CAMTA2
chr17:clu_27_+	Success	0.631320391804763	1	0.261151817599162	0.620029358004385	SENP3-EIF4A1,EIF4A1,RP11-186B7.4
chr17:clu_270_-	Success	1.05347677563759	2	0.348723206639656	0.680272325072562	CAMTA2
chr17:clu_271_-	Not enough valid samples	NA	NA	NA	NA	SCIMP
chr17:clu_272_-	Not enough valid samples	NA	NA	NA	NA	DHX33
chr17:clu_273_-	Success	7.24573446948489	10	0.151730979114457	0.526981787782415	NLRP1
chr17:clu_274_-	Success	0.591517412314488	4	0.880883847130357	0.946172074434223	NLRP1
chr17:clu_275_-	Not enough valid samples	NA	NA	NA	NA	DLG4
chr17:clu_276_-	Success	1.58541198437888	2	0.204863375218169	0.574830116522824	GABARAP,CTD-2545G14.7
chr17:clu_277_-	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr17:clu_278_-	Success	2.10777867445483	2	0.121507574758333	0.496587110839882	SAT2
chr17:clu_279_-	Not enough valid samples	NA	NA	NA	NA	SAT2
chr17:clu_28_+	Success	1.04749139542349	1	0.147783375665185	0.521429116692121	SENP3-EIF4A1,EIF4A1,RP11-186B7.4
chr17:clu_280_-	Success	0.0601541639421725	1	0.728700323425364	0.874900084130262	NAA38
chr17:clu_281_-	Success	0.38772225638013	2	0.678600794133389	0.846689475191997	TRAPPC1
chr17:clu_282_-	Not enough valid samples	NA	NA	NA	NA	PER1
chr17:clu_283_-	Not enough valid samples	NA	NA	NA	NA	CTC1
chr17:clu_284_-	Success	2.40878715227223	3	0.185653101827694	0.562965740653293	RP11-849F2.7,RPL26
chr17:clu_285_-	Success	7.26980115620688	2	0.000696250425071824	0.0900590744006173	PIK3R6
chr17:clu_286_-	Not enough valid samples	NA	NA	NA	NA	PIK3R6
chr17:clu_287_-	Not enough valid samples	NA	NA	NA	NA	PIK3R5
chr17:clu_288_-	Not enough valid samples	NA	NA	NA	NA	PIK3R5
chr17:clu_289_-	Success	2.68930697952828	2	0.0679279985569914	0.415239741977151	GAS7
chr17:clu_29_+	Success	0.335585065266969	1	0.412643943552851	0.716075857169337	CD68
chr17:clu_290_-	Not enough valid samples	NA	NA	NA	NA	NCOR1
chr17:clu_291_-	Success	1.44932155205447	2	0.234729485821416	0.599384754473167	NCOR1
chr17:clu_292_-	Success	0.0751877292650533	2	0.92756933807258	0.967653038548517	NCOR1
chr17:clu_293_-	Success	3.64285621931043	2	0.0261774684951942	0.313511222508864	NCOR1
chr17:clu_294_-	Success	5.62049310121438	3	0.0104916538308423	0.251945135204693	NCOR1
chr17:clu_295_-	Success	0.509086029733908	1	0.312952994501376	0.661597855559681	NCOR1
chr17:clu_296_-	Success	1.03836557309546	2	0.354032850158632	0.682113148541995	NCOR1
chr17:clu_297_-	Success	1.00356917976683	2	0.366568753744313	0.692022514841335	RP11-45M22.4,FLCN
chr17:clu_298_-	Success	0.334461456463032	1	0.413427380783919	0.716858164520156	FLCN
chr17:clu_299_-	Success	2.63957627088479	2	0.0713915138112287	0.421519246770664	FLCN
chr17:clu_3_+	Success	0.0565630985405505	2	0.945006854060568	0.974876872298829	RAP1GAP2
chr17:clu_30_+	Success	0.273438421032324	1	0.459596630190662	0.742659455407427	MPDU1
chr17:clu_300_-	Success	1.28582747383643	2	0.276421757199183	0.632898006992075	COPS3
chr17:clu_301_-	Success	1.86505033453318	3	0.292121953451017	0.644762147354631	COPS3
chr17:clu_302_-	Success	1.05610023116226	1	0.146129060794422	0.521429116692121	SREBF1
chr17:clu_303_-	Success	0.189931819501794	2	0.827015518351247	0.921845772092483	ATPAF2
chr17:clu_304_-	Success	0.0934129827521986	1	0.66557157345134	0.841480013612411	FLII
chr17:clu_305_-	Success	0.658465025664555	2	0.517645297225704	0.77416358907264	FLII
chr17:clu_306_-	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	CCDC144B
chr17:clu_307_-	Success	0.0468569015346247	1	0.759507872837146	0.89181867647865	CCDC144B
chr17:clu_308_-	Not enough valid samples	NA	NA	NA	NA	AKAP10
chr17:clu_309_-	Not enough valid samples	NA	NA	NA	NA	UNC119
chr17:clu_31_+	Success	1.48885133068507	3	0.395075778704353	0.708187555126815	MPDU1
chr17:clu_310_-	Success	1.70745920860833	2	0.1813259191613	0.561278062792299	KIAA0100
chr17:clu_311_-	Success	0.195322418637915	1	0.531960642569849	0.781729684335359	KIAA0100
chr17:clu_312_-	Success	2.74761714263673	2	0.0640803738172367	0.412331519288127	KIAA0100
chr17:clu_313_-	Not enough valid samples	NA	NA	NA	NA	SDF2
chr17:clu_314_-	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	RAB34
chr17:clu_315_-	Success	0.330155960335105	5	0.985075644181715	0.993380960408078	FLOT2
chr17:clu_316_-	Success	1.18045907988659	1	0.12440894671735	0.500214069398047	FLOT2
chr17:clu_317_-	Success	1.08875385784813	4	0.703149176406866	0.861459074621595	PHF12
chr17:clu_318_-	Success	1.01456444695219	2	0.362560309695369	0.69043416193552	MYO18A
chr17:clu_319_-	Success	1.30946249537988	3	0.454181407256826	0.738604794525896	NUFIP2
chr17:clu_32_+	Success	0.896851175111806	2	0.407851894110266	0.713015276603345	KDM6B
chr17:clu_320_-	Success	0.133783174504003	1	0.604968977573125	0.812695804080602	SSH2
chr17:clu_321_-	Success	3.14235145084353	1	0.0121784492007109	0.262724190855169	SSH2
chr17:clu_322_-	Success	0.0658370550550273	1	0.716702540258448	0.867437598328678	SSH2
chr17:clu_323_-	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	SSH2
chr17:clu_324_-	Success	0.682757197130286	3	0.713637879041068	0.866795315753136	SSH2
chr17:clu_325_-	Success	0.109163176181596	1	0.640318123460549	0.829822430696035	CRLF3
chr17:clu_326_-	Success	1.4175452198337	1	0.0922256088871692	0.45812395294115	EVI2B,CTD-2370N5.3
chr17:clu_327_-	Not enough valid samples	NA	NA	NA	NA	EVI2A
chr17:clu_328_-	Success	1.14357192640469	2	0.318678689611338	0.666223441702973	UTP6
chr17:clu_329_-	Not enough valid samples	NA	NA	NA	NA	UTP6
chr17:clu_33_+	Success	0.79058723749722	2	0.45357835883904	0.738017601738635	KDM6B
chr17:clu_330_-	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	RAD51L3-RFFL,RAD51D
chr17:clu_331_-	Success	0.0243624695704057	1	0.825297015591771	0.92119154530829	CCL5
chr17:clu_332_-	Success	0.981819756133774	1	0.161124613472119	0.537082044907063	CCL3
chr17:clu_333_-	Success	0.32444232034527	1	0.420511732040116	0.723398901810284	CCL3L3
chr17:clu_334_-	Success	0.00204676179828311	1	0.948985634160538	0.976190955881835	MYO19
chr17:clu_335_-	Not enough valid samples	NA	NA	NA	NA	ACACA
chr17:clu_336_-	Success	1.27747535140162	2	0.278740133764335	0.632898006992075	SYNRG
chr17:clu_337_-	Not enough valid samples	NA	NA	NA	NA	SYNRG
chr17:clu_338_-	Success	2.32280293814802	3	0.199664512491871	0.573716321630879	SYNRG
chr17:clu_339_-	Not enough valid samples	NA	NA	NA	NA	SYNRG
chr17:clu_34_+	Success	0.0181451085808249	1	0.848917410718768	0.931533766034267	CHD3
chr17:clu_340_-	Success	0.0743220178753745	2	0.928372693099891	0.968046739813562	PIP4K2B
chr17:clu_341_-	Success	0.114594691744344	1	0.632125540852761	0.826042373436556	CWC25
chr17:clu_342_-	Success	1.60264145666153	1	0.0734008131750781	0.424402806035996	CWC25
chr17:clu_343_-	Success	0.583396709670637	2	0.557999780667088	0.79139703837927	FBXL20
chr17:clu_344_-	Not enough valid samples	NA	NA	NA	NA	MED24
chr17:clu_345_-	Not enough valid samples	NA	NA	NA	NA	TOP2A
chr17:clu_346_-	Success	0.0739904415131605	2	0.928680570579875	0.968202269789308	TOP2A
chr17:clu_347_-	Success	5.67354407536868	4	0.0229280778859419	0.301912334712634	SMARCE1,RP5-1028K7.3
chr17:clu_348_-	Success	1.46663908104759	1	0.0867711374320443	0.449743333196092	KRT10
chr17:clu_349_-	Success	1.71257025639218	1	0.0642107787769222	0.412735248197287	ACLY
chr17:clu_35_+	Success	0.314015064598038	1	0.428078797357275	0.726539421228503	CHD3
chr17:clu_350_-	Success	0.40613889520364	2	0.666217626565384	0.841480013612411	DNAJC7
chr17:clu_351_-	Success	3.7145433111591	3	0.05940879019169	0.399718060443207	STAT5B
chr17:clu_352_-	Success	0.0618787496066489	1	0.724994378069464	0.872959467326586	STAT5B
chr17:clu_353_-	Success	2.67991262397254	3	0.147267188220676	0.521429116692121	STAT5B
chr17:clu_354_-	Success	0.493554596645936	1	0.320449940754385	0.666465952472467	STAT3
chr17:clu_355_-	Success	0.163377642269552	1	0.567575969537149	0.796139699266808	STAT3
chr17:clu_356_-	Success	1.15875748898179	4	0.677582020979035	0.846196550662537	STAT3
chr17:clu_357_-	Success	0.874523017037518	1	0.185996704121596	0.56362637612605	STAT3
chr17:clu_358_-	Success	0.683567106755959	2	0.504813054801188	0.768231656083915	STAT3
chr17:clu_359_-	Not enough valid samples	NA	NA	NA	NA	PSMC3IP
chr17:clu_36_+	Not enough valid samples	NA	NA	NA	NA	CHD3
chr17:clu_360_-	Success	0.0702806531159297	1	0.70772363441951	0.863525124386648	EZH1
chr17:clu_361_-	Success	0.885878492652864	3	0.621100132234965	0.819180714947737	EZH1
chr17:clu_362_-	Success	3.80608849721114	4	0.106863287736082	0.474774985571815	BECN1
chr17:clu_363_-	Not enough valid samples	NA	NA	NA	NA	BECN1
chr17:clu_364_-	Success	3.78556819705562	2	0.0226959633328251	0.301912334712634	AARSD1,PTGES3L-AARSD1
chr17:clu_365_-	Not enough valid samples	NA	NA	NA	NA	BRCA1
chr17:clu_366_-	Not enough valid samples	NA	NA	NA	NA	BRCA1
chr17:clu_367_-	Not enough valid samples	NA	NA	NA	NA	HDAC5
chr17:clu_368_-	Not enough valid samples	NA	NA	NA	NA	HDAC5
chr17:clu_369_-	Success	0.878789005225997	1	0.184926900009344	0.562965740653293	ATXN7L3
chr17:clu_37_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	CHD3
chr17:clu_370_-	Success	0.70738731293676	1	0.234265392471302	0.599384754473167	UBTF
chr17:clu_371_-	Success	0.150462125945978	2	0.860310312829651	0.937371395006777	UBTF
chr17:clu_372_-	Success	0.28263350385896	2	0.753796000566519	0.889047873831354	SLC4A1
chr17:clu_373_-	Success	0.587696128220045	1	0.278296040774187	0.632898006992075	SLC4A1
chr17:clu_374_-	Success	3.20178763686897	1	0.0113890781619155	0.258831657106915	SLC4A1
chr17:clu_375_-	Success	0.85972284039326	1	0.189764413647511	0.566877043707059	SLC4A1
chr17:clu_376_-	Success	7.21091273223283	5	0.0131407009548727	0.269893184595028	SLC25A39
chr17:clu_377_-	Success	7.69974740490761	2	0.000452941579258267	0.0827588803869864	SLC25A39
chr17:clu_378_-	Success	9.58556101441354	3	0.000252004012402156	0.0666367424724581	SLC25A39
chr17:clu_379_-	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	GPATCH8
chr17:clu_38_+	Success	0.102875358128358	1	0.650118533967406	0.834112726253426	CNTROB
chr17:clu_380_-	Success	4.93823566020683	3	0.0196458936255625	0.29513858966547	GPATCH8
chr17:clu_381_-	Not enough valid samples	NA	NA	NA	NA	DCAKD
chr17:clu_382_-	Success	3.0114097802483	2	0.0492222372854512	0.378083654052173	ARHGAP27
chr17:clu_383_-	Success	0.76690785971914	3	0.674487957271328	0.845003034876583	PLEKHM1
chr17:clu_384_-	Success	5.14288601387511	2	0.00584080871066772	0.210530178654405	PLEKHM1
chr17:clu_385_-	Success	1.36405377515217	1	0.0985960523666285	0.472371354412244	PLEKHM1
chr17:clu_386_-	Success	1.51162443428427	2	0.220551415526845	0.587495036992906	PLEKHM1
chr17:clu_387_-	Not enough valid samples	NA	NA	NA	NA	LRRC37A4P
chr17:clu_388_-	Success	5.35384126040663	2	0.00472994710031481	0.206797178833094	KANSL1
chr17:clu_389_-	Success	0.465923927078563	1	0.334383221232968	0.673847918573209	CDC27
chr17:clu_39_+	Success	2.05738201121835	2	0.127788080115758	0.5029079281975	CNTROB
chr17:clu_390_-	Success	2.08168557272361	1	0.04130711260572	0.357610624463458	CDC27
chr17:clu_391_-	Success	3.74997426014107	2	0.0235183512072605	0.301912334712634	CDC27
chr17:clu_392_-	Not enough valid samples	NA	NA	NA	NA	CDC27
chr17:clu_393_-	Not enough valid samples	NA	NA	NA	NA	SKAP1
chr17:clu_394_-	Success	0.162800422356213	1	0.568261024689784	0.796139699266808	SNF8
chr17:clu_395_-	Success	0.0262037962720569	1	0.818925618778522	0.917771731564887	PHOSPHO1
chr17:clu_396_-	Success	0.264011139534432	2	0.767964984836667	0.894688007544627	SPOP
chr17:clu_397_-	Not enough valid samples	NA	NA	NA	NA	SLC35B1
chr17:clu_398_-	Success	0.336020027392806	2	0.714608793921724	0.866795315753136	FAM117A
chr17:clu_399_-	Success	4.11575705568794	4	0.0834563398217415	0.44191291051443	PPP1R9B
chr17:clu_4_+	Success	3.6398856014314	1	0.00697354176157443	0.220459943509191	RAP1GAP2
chr17:clu_40_+	Success	0.748908391528886	1	0.221007591308303	0.588196469014245	CNTROB
chr17:clu_400_-	Success	1.5979441059244e-07	1	0.999548938428904	0.999999999796151	LRRC59
chr17:clu_401_-	Success	0.767626359702064	1	0.215325813873633	0.581446420818576	SPAG9
chr17:clu_402_-	Success	0.370218173045657	2	0.690583647462801	0.85436543216911	SPAG9
chr17:clu_403_-	Success	2.05921586393288	2	0.127553950343528	0.5029079281975	SPAG9
chr17:clu_404_-	Success	0.517780673019161	3	0.792648043174798	0.905724297332376	SPAG9
chr17:clu_405_-	Success	1.32636764406894	1	0.103371887538393	0.473437518293053	SPAG9
chr17:clu_406_-	Success	0.847003567102547	2	0.428697572825646	0.726539421228503	SPAG9
chr17:clu_407_-	Success	1.42029404873119	2	0.241642951645892	0.601709640258008	TRIM25
chr17:clu_408_-	Not enough valid samples	NA	NA	NA	NA	VEZF1
chr17:clu_409_-	Success	0.222289697242957	1	0.504920417900681	0.768231656083915	VEZF1
chr17:clu_41_+	Success	3.07471856787856	5	0.291948468496755	0.644762147354631	CNTROB
chr17:clu_410_-	Success	3.81241496226806	2	0.0220947564731547	0.301475083099848	SRSF1
chr17:clu_411_-	Success	0.698613285407419	2	0.497274403560564	0.765230540292493	MPO
chr17:clu_412_-	Success	0.466631467754269	3	0.817394172997667	0.916900414727063	MPO
chr17:clu_413_-	Success	1.03863185087175	2	0.35393859162859	0.682113148541995	MPO
chr17:clu_414_-	Success	0.821039653344457	1	0.2000404175627	0.573716321630879	MPO
chr17:clu_415_-	Success	3.68885116183264	2	0.025000707317038	0.30959091014188	MPO
chr17:clu_416_-	Success	0.20266118926645	1	0.524353280709061	0.777152972694815	MPO
chr17:clu_417_-	Success	0.647783510707086	2	0.523204168943304	0.776909793221557	SUPT4H1
chr17:clu_418_-	Success	0.739918520336943	1	0.223800020539749	0.589456012647872	SUPT4H1
chr17:clu_419_-	Not enough valid samples	NA	NA	NA	NA	TRIM37
chr17:clu_42_+	Success	0.712993115610288	2	0.490174849599806	0.761218580081165	NDEL1
chr17:clu_420_-	Success	1.68956230295089	3	0.33678092777983	0.675009140547566	SKA2
chr17:clu_421_-	Not enough valid samples	NA	NA	NA	NA	PTRH2
chr17:clu_422_-	Success	0.241038725863632	3	0.922810901099387	0.965926750498276	USP32
chr17:clu_423_-	Success	0.129790307399361	1	0.610408424492975	0.814233848547376	USP32
chr17:clu_424_-	Success	0.294330920557059	1	0.442937043457255	0.732621539849814	USP32
chr17:clu_425_-	Success	1.7483929998557	2	0.174053422704102	0.554281017447926	USP32
chr17:clu_426_-	Success	0.00588923963618981	2	0.994128067942729	0.997985847965714	USP32
chr17:clu_427_-	Not enough valid samples	NA	NA	NA	NA	BRIP1
chr17:clu_428_-	Not enough valid samples	NA	NA	NA	NA	MED13
chr17:clu_429_-	Success	3.5388255039274	3	0.0694635251754783	0.419094364061554	STRADA,RP11-51F16.8
chr17:clu_43_+	Success	1.48025809622322	3	0.397752950181255	0.709235017861928	NDEL1
chr17:clu_430_-	Success	0.131367908478069	2	0.876895097896081	0.945126578345739	SMARCD2
chr17:clu_431_-	Success	1.25060858075354	1	0.113758348141529	0.484246980923467	CD79B
chr17:clu_432_-	Success	1.10245771440714	3	0.5309808340862	0.78127540499361	DDX5
chr17:clu_433_-	Success	1.0157939821438	3	0.565876457608082	0.795568974017135	DDX5
chr17:clu_434_-	Success	0.00883038598604458	1	0.894277340856711	0.951192986787434	SMURF2
chr17:clu_435_-	Not enough valid samples	NA	NA	NA	NA	SMURF2
chr17:clu_436_-	Success	0.196104427810383	2	0.821926398222346	0.919111096087316	PLEKHM1P1
chr17:clu_437_-	Success	9.04265136934168	5	0.00284137476519026	0.184261747463666	PLEKHM1P1
chr17:clu_438_-	Success	3.31872231512125	2	0.0361990532024375	0.343947390241228	HELZ
chr17:clu_439_-	Success	2.65739199825879	2	0.0701308849181628	0.419965514156546	HELZ
chr17:clu_44_+	Success	0.885321359328145	2	0.412581565038197	0.716075857169337	NDEL1
chr17:clu_440_-	Success	0.12948039539117	1	0.610835005895895	0.814624734579135	HELZ
